date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:03:59	59653/59653	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Apr%202025%2008:33:57%20GMT	https://u2globalpromo.xyz/sign-up.asp	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/sign-up.html	(from https://u2globalpromo.xyz/index.html)
14:04:00	3765/3765	---M--	200	added ('OK')	image/png	etag:%22454aa1e9bedda1:0%22	https://u2globalpromo.xyz/assets/images/brand-logos/desktop-logo.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/images/brand-logos/desktop-logo.png	(from https://u2globalpromo.xyz/index.html)
14:04:01	3631/3631	---M--	200	added ('OK')	image/png	etag:%22f12cf7f89aedda1:0%22	https://u2globalpromo.xyz/assets/images/brand-logos/desktop-dark.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/images/brand-logos/desktop-dark.png	(from https://u2globalpromo.xyz/index.html)
14:04:03	394707/394707	---M--	200	added ('OK')	image/png	etag:%224dac1e80f8fada1:0%22	https://u2globalpromo.xyz/assets/images/media/landing/1.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/images/media/landing/1.png	(from https://u2globalpromo.xyz/index.html)
14:04:05	267359/267359	---M--	200	added ('OK')	image/png	etag:%22aaec4827fefada1:0%22	https://u2globalpromo.xyz/assets/images/portable-node.c020b148b22ef375e203.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/images/portable-node.c020b148b22ef375e203.png	(from https://u2globalpromo.xyz/index.html)
14:04:05	80451/80451	---M--	200	added ('OK')	image/png	etag:%22eec1552cfefada1:0%22	https://u2globalpromo.xyz/assets/images/code-free-setup.d724a8c858cfb378e2a2.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/images/code-free-setup.d724a8c858cfb378e2a2.png	(from https://u2globalpromo.xyz/index.html)
14:04:06	66248/66248	---M--	200	added ('OK')	image/png	etag:%22db86ba31fefada1:0%22	https://u2globalpromo.xyz/assets/images/earn-without-risk.a5ed8b0f08de7ba9946c.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/images/earn-without-risk.a5ed8b0f08de7ba9946c.png	(from https://u2globalpromo.xyz/index.html)
14:04:08	267789/267789	---M--	200	added ('OK')	image/png	etag:%228684382ff9fada1:0%22	https://u2globalpromo.xyz/assets/images/media/landing/2.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/images/media/landing/2.png	(from https://u2globalpromo.xyz/index.html)
14:04:08	3387/3387	---M--	200	added ('OK')	image/svg+xml	etag:%229c59466b62fbda1:0%22	https://u2globalpromo.xyz/assets/images/1.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/images/1.svg	(from https://u2globalpromo.xyz/index.html)
14:04:10	407889/407889	---M--	200	added ('OK')	image/svg+xml	etag:%222b28957162fbda1:0%22	https://u2globalpromo.xyz/assets/images/2.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/images/2.svg	(from https://u2globalpromo.xyz/index.html)
14:04:11	4522/4522	---M--	200	added ('OK')	image/svg+xml	etag:%228b4e317662fbda1:0%22	https://u2globalpromo.xyz/assets/images/3.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/images/3.svg	(from https://u2globalpromo.xyz/index.html)
14:04:12	20122/20122	---M-Z	200	added ('OK')	application/javascript	etag:%22d1a84b3ce392da1:0%22	https://u2globalpromo.xyz/assets/libs/@popperjs/core/umd/popper.min.js	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/libs/@popperjs/core/umd/popper.min.js	(from https://u2globalpromo.xyz/index.html)
14:04:14	80721/80721	---MCZ	200	added ('OK')	application/javascript	etag:%223381c83be392da1:0%22	https://u2globalpromo.xyz/assets/libs/bootstrap/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/libs/bootstrap/js/bootstrap.bundle.min.js	(from https://u2globalpromo.xyz/index.html)
14:04:15	77375/77375	---MCZ	200	added ('OK')	application/javascript	etag:%222a74533ae392da1:0%22	https://u2globalpromo.xyz/assets/libs/@simonwep/pickr/pickr.es5.min.js	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/libs/@simonwep/pickr/pickr.es5.min.js	(from https://u2globalpromo.xyz/index.html)
14:04:16	89447/89447	---MCZ	200	added ('OK')	application/javascript	etag:%229b75a53ae392da1:0%22	https://u2globalpromo.xyz/assets/libs/choices.js/public/assets/scripts/choices.min.js	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/libs/choices.js/public/assets/scripts/choices.min.js	(from https://u2globalpromo.xyz/index.html)
14:04:18	148487/148487	---MCZ	200	added ('OK')	application/javascript	etag:%221c6b73ce392da1:0%22	https://u2globalpromo.xyz/assets/libs/swiper/swiper-bundle.min.js	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/libs/swiper/swiper-bundle.min.js	(from https://u2globalpromo.xyz/index.html)
14:04:19	46130/46130	---M-Z	200	added ('OK')	application/javascript	etag:%22fe7681d3e92da1:0%22	https://u2globalpromo.xyz/assets/js/defaultmenu.min.js	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/js/defaultmenu.min.js	(from https://u2globalpromo.xyz/index.html)
14:04:20	13871/13871	---M-Z	200	added ('OK')	application/javascript	etag:%229598c02b4592da1:0%22	https://u2globalpromo.xyz/assets/js/landing.js	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/js/landing.js	(from https://u2globalpromo.xyz/index.html)
14:04:21	6329/6329	---M-Z	200	added ('OK')	application/javascript	etag:%224710543ae392da1:0%22	https://u2globalpromo.xyz/assets/libs/node-waves/waves.min.js	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/libs/node-waves/waves.min.js	(from https://u2globalpromo.xyz/index.html)
14:04:22	1087/1087	---M-Z	200	added ('OK')	application/javascript	etag:%22a13a2c57a74da1:0%22	https://u2globalpromo.xyz/assets/js/sticky.js	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/js/sticky.js	(from https://u2globalpromo.xyz/index.html)
14:04:24	695/695	---M--	200	added ('OK')	image/svg+xml	etag:%22e9437029e592da1:0%22	https://u2globalpromo.xyz/assets/css/p4-454XSD5G.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/p4-454XSD5G.svg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:24	64812/64812	---M-Z	200	added ('OK')	text/html	etag:%22b8de4d508e50db1:0%22	https://u2globalpromo.xyz/	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/index-2.html	(from https://u2globalpromo.xyz/assets/libs/bootstrap/css/bootstrap.min.css)
14:04:25	4616/4616	---M--	200	added ('OK')	image/jpeg	etag:%2261ed6f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/bg-img1-BD2GB26I.jpg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/bg-img1-BD2GB26I.jpg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:26	4616/4616	---M--	200	added ('OK')	image/jpeg	etag:%226dbe6f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/bg-img2-BD2GB26I.jpg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/bg-img2-BD2GB26I.jpg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:27	4616/4616	---M--	200	added ('OK')	image/jpeg	etag:%224e96e29e592da1:0%22	https://u2globalpromo.xyz/assets/css/bg-img3-BD2GB26I.jpg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/bg-img3-BD2GB26I.jpg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:29	4616/4616	---M--	200	added ('OK')	image/jpeg	etag:%22b626f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/bg-img4-BD2GB26I.jpg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/bg-img4-BD2GB26I.jpg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:30	4616/4616	---M--	200	added ('OK')	image/jpeg	etag:%22c696f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/bg-img5-BD2GB26I.jpg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/bg-img5-BD2GB26I.jpg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:31	3878/3878	---M--	200	added ('OK')	image/png	etag:%22c67e6f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/p1-3OF2PWVU.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/p1-3OF2PWVU.png	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:32	3953/3953	---M--	200	added ('OK')	image/png	etag:%226dbe6f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/p2-SRX4SJ2U.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/p2-SRX4SJ2U.png	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:34	673/673	---M--	200	added ('OK')	image/svg+xml	etag:%2261ed6f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/p3-YSSTLWAU.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/p3-YSSTLWAU.svg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:35	3320/3320	---M--	200	added ('OK')	image/png	etag:%224d4a7029e592da1:0%22	https://u2globalpromo.xyz/assets/css/p5-ANZXTM3J.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/p5-ANZXTM3J.png	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:36	476/476	---M--	200	added ('OK')	image/svg+xml	etag:%22252a7129e592da1:0%22	https://u2globalpromo.xyz/assets/css/p6-A3HM5BXM.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/p6-A3HM5BXM.svg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:37	5437/5437	---M--	200	added ('OK')	image/png	etag:%2232a07029e592da1:0%22	https://u2globalpromo.xyz/assets/css/p7-GX5J274D.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/p7-GX5J274D.png	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:39	963/963	---M--	200	added ('OK')	image/svg+xml	etag:%22b5ae7029e592da1:0%22	https://u2globalpromo.xyz/assets/css/p8-DR52SKNT.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/p8-DR52SKNT.svg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:40	4824/4824	---M--	200	added ('OK')	image/png	etag:%2232a07029e592da1:0%22	https://u2globalpromo.xyz/assets/css/p9-BCFTXLSJ.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/p9-BCFTXLSJ.png	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:41	3709/3709	---M--	200	added ('OK')	image/png	etag:%2275ca7029e592da1:0%22	https://u2globalpromo.xyz/assets/css/p10-J7PGGAJU.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/p10-J7PGGAJU.png	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:42	8099/8099	---M--	200	added ('OK')	image/png	etag:%226dbe6f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/media-82-HLG4FDYR.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/media-82-HLG4FDYR.png	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:44	28507/28507	---M--	200	added ('OK')	image/jpeg	etag:%2218936e29e592da1:0%22	https://u2globalpromo.xyz/assets/css/media-65-J7WSBC67.jpg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/media-65-J7WSBC67.jpg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:46	17254/17254	---M--	200	added ('OK')	image/jpeg	etag:%2299a86e29e592da1:0%22	https://u2globalpromo.xyz/assets/css/6-Y3COUNQK.jpg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/6-Y3COUNQK.jpg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:47	274/274	---M--	200	added ('OK')	image/png	etag:%2251307029e592da1:0%22	https://u2globalpromo.xyz/assets/css/transparent-DIPK6G2W.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/transparent-DIPK6G2W.png	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:49	9754/9754	---M--	200	added ('OK')	image/jpeg	etag:%2266d56e29e592da1:0%22	https://u2globalpromo.xyz/assets/css/media-79-VZYKNFDS.jpg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/media-79-VZYKNFDS.jpg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:50	2430/2430	---M--	200	added ('OK')	image/jpeg	etag:%22b626f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/media-29-PIYCMHKD.jpg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/media-29-PIYCMHKD.jpg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:51	3751/3751	---M--	200	added ('OK')	image/svg+xml	etag:%226d556f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/pattern-1-VPGHOBLP.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/pattern-1-VPGHOBLP.svg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:52	18946/18946	---M--	200	added ('OK')	image/jpeg	etag:%22c67e6f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/9-EPD7J3LW.jpg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/9-EPD7J3LW.jpg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:53	2099/2099	---M--	200	added ('OK')	image/jpeg	etag:%226dbe6f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/media-34-GYB5VPD5.jpg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/media-34-GYB5VPD5.jpg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:56	91567/91567	---M--	200	added ('OK')	image/svg+xml	etag:%22add76f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/media-80-ZXCVUKGU.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/media-80-ZXCVUKGU.svg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:56	13112/13112	---M--	200	added ('OK')	image/svg+xml	etag:%2299a86e29e592da1:0%22	https://u2globalpromo.xyz/assets/css/pattern-2-XMY77GOB.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/pattern-2-XMY77GOB.svg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:57	16369/16369	---M--	200	added ('OK')	image/jpeg	etag:%2266d56e29e592da1:0%22	https://u2globalpromo.xyz/assets/css/2-OLYWKDI5.jpg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/2-OLYWKDI5.jpg	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:58	5631/5631	---M--	200	added ('OK')	image/png	etag:%22d316f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/1-UOPVUVJT.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/1-UOPVUVJT.png	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:04:59	346/346	---M--	200	added ('OK')	image/png	etag:%22b626f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/media-81-IRBMVXXM.png	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/media-81-IRBMVXXM.png	(from https://u2globalpromo.xyz/assets/css/styles.css)
14:05:03	504228/504228	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22c67e6f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/remixicon-B6TYQNEG.eot?t=1705244689813	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/remixicon-B6TYQNEG0b0b.eot	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:05	214620/214620	---M--	200	added ('OK')	font/x-woff	etag:%22281c7029e592da1:0%22	https://u2globalpromo.xyz/assets/css/remixicon-SE6OC3C7.woff?t=1705244689813	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/remixicon-SE6OC3C70b0b.woff	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:07	504056/504056	---M--	200	added ('OK')	application/octet-stream	etag:%22add76f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/remixicon-YXA6Q467.ttf?t=1705244689813	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/remixicon-YXA6Q4670b0b.ttf	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:08	156228/156228	---M--	200	added ('OK')	font/x-woff2	etag:%22c0a56f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/remixicon-YMLS4N6S.woff2?t=1705244689813	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/remixicon-YMLS4N6S0b0b.woff2	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:09	64468/64468	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22c7426f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/feather-webfont-4QUFNMOI.eot?t=1501841394106	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/feather-webfont-4QUFNMOI6cfa.eot	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:10	2359785/2359785	---M--	200	added ('OK')	image/svg+xml	etag:%22292f6f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/remixicon-BRVJTNCR.svg?t=1705244689813	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/remixicon-BRVJTNCR0b0b.svg	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:10	66816/66816	---M--	200	added ('OK')	application/octet-stream	etag:%22c0a56f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/feather-webfont-XC6AAHIC.ttf	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/feather-webfont-XC6AAHIC.ttf	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:13	130608/130608	---M--	200	added ('OK')	font/x-woff2	etag:%22fe07029e592da1:0%22	https://u2globalpromo.xyz/assets/css/bootstrap-icons-6QOYJHKE.woff2?2820a3852bdb9a5832199cc61cec4e65	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/bootstrap-icons-6QOYJHKEafdf.woff2	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:13	166680/166680	---M--	200	added ('OK')	image/svg+xml	etag:%2261ed6f29e592da1:0%22	https://u2globalpromo.xyz/assets/css/feather-webfont-RJOT3FRU.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/feather-webfont-RJOT3FRU.svg	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:14	176200/176200	---M--	200	added ('OK')	font/x-woff	etag:%22281c7029e592da1:0%22	https://u2globalpromo.xyz/assets/css/bootstrap-icons-JHE3QUSN.woff?2820a3852bdb9a5832199cc61cec4e65	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/bootstrap-icons-JHE3QUSNafdf.woff	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:16	963920/963920	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ac607029e592da1:0%22	https://u2globalpromo.xyz/assets/css/tabler-icons-PUQHNPZI.eot	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/tabler-icons-PUQHNPZI.eot	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:18	963920/963920	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ac607029e592da1:0%22	https://u2globalpromo.xyz/assets/css/tabler-icons-PUQHNPZI.eot?	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/tabler-icons-PUQHNPZId41d.eot	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:19	372700/372700	---M--	200	added ('OK')	font/x-woff2	etag:%22ac607029e592da1:0%22	https://u2globalpromo.xyz/assets/css/tabler-icons-UH3GCQ6L.woff2	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/tabler-icons-UH3GCQ6L.woff2	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:20	515936/515936	---M--	200	added ('OK')	font/x-woff	etag:%2232a07029e592da1:0%22	https://u2globalpromo.xyz/assets/css/tabler-icons-TY3YUCTX.woff	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/tabler-icons-TY3YUCTX.woff	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:22	963736/963736	---M--	200	added ('OK')	application/octet-stream	etag:%2289627129e592da1:0%22	https://u2globalpromo.xyz/assets/css/tabler-icons-OVRORFYK.ttf	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/tabler-icons-OVRORFYK.ttf	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:23	156260/156260	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2279d97129e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-brands-400-JDUJSY44.eot	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-brands-400-JDUJSY44.eot	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:24	3807944/3807944	---M--	200	added ('OK')	image/svg+xml	etag:%2272ba7129e592da1:0%22	https://u2globalpromo.xyz/assets/css/tabler-icons-E2OE56WE.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/tabler-icons-E2OE56WE.svg	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:25	156260/156260	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2279d97129e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-brands-400-JDUJSY44.eot?	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-brands-400-JDUJSY44d41d.eot	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:26	84772/84772	---M--	200	added ('OK')	font/x-woff2	etag:%2286197229e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-brands-400-CIWECNZM.woff2	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-brands-400-CIWECNZM.woff2	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:27	98673/98673	---M--	200	added ('OK')	font/x-woff	etag:%2263267229e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-brands-400-D3A7B5PJ.woff	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-brands-400-D3A7B5PJ.woff	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:29	156072/156072	---M--	200	added ('OK')	application/octet-stream	etag:%22cb3d7129e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-brands-400-INB5BQB2.ttf	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-brands-400-INB5BQB2.ttf	(from https://u2globalpromo.xyz/assets/css/icons.css)
